district,address,description,landlord,total rent,area,number of rooms,balcony,built-in kitchen,basement,garden,elevator,stepless,guest toilet,flat share possible
Wedding,"Türkenstr. 14, Wedding, Berlin","Schöne, geräumige ein Zimmer Wohnung in Berlin, Wedding",Private offer,575,49,1.5,1,1,0,0,0,,0,0
Köpenick,"SCHÖNERLINDERSTR. 13, Köpenick, Berlin","Exklusive, sanierte 2-Zimmer-Erdgeschosswohnung mit EBK in Berlin",Private offer,890,55,2,1,0,1,0,0,,0,0
Friedrichshain,"Fredersdorferstr. 11, Friedrichshain, Berlin",Sanierte Altbau 1-Zimmer-Wohnung mit EBK,Private offer,970,36,1,1,1,0,0,0,,0,0
Spandau,"Falkenhagener Str. 12, Spandau (Ortsteil), Berlin",schöne helle Wohnung mit drei Zimmern sowie Balkon und Einbauküche in Berlin Spandau,Private offer,1095,76,3,1,0,0,0,0,,0,0
Grunewald,"Königsallee 81, Grunewald, Berlin",Exklusive 3-Raum-Wohnung auf 2 Etagen + hochwertige Einbauküche + Terrasse,Private offer,2287,95,3,1,0,0,0,0,,0,0
Mitte,"Linienstraße 87, Mitte (Ortsteil), Berlin",HELLE UND GROßZÜGIGE NEUBAUWOHNUNG IN TOPLAGE IN BERLIN-MITTE,Estate agent,2300,96,3,1,0,0,1,0,,0,0
Wilmersdorf,"Wilmersdorf, Berlin",LUXUS-Apartment nahe Ku´damm -,Estate agent,2752,88,2,1,0,0,0,0,,0,0
Wilmersdorf,"Wilmersdorf, Berlin",Neubauwohnung Nähe Wittenbergplatz!,Estate agent,1800,61,1,0,0,0,1,0,,0,0
Tiergarten,"Lützowstraße 110, Tiergarten, Berlin",Hochwertig ausgestattete 2-Zimmer Wohnung in direkter Umgebung des Gleisdreieck Park.,Estate agent,2090,43,2,0,0,0,1,0,,0,0
Friedrichshain,"Auerstraße 47, Friedrichshain, Berlin",Hochwertig ausgestattete 2 Zimmer Wohnung in direkter Umgebung des Volkspark Friedrichshain,Estate agent,2360,65,2,1,0,0,0,0,,0,0
Neukölln,"Karl-Marx-Straße 190, Neukölln (Ortsteil), Berlin",Super schöne 3 Zimmer Wohnung in toller Lage in Neukölln. Hochwertige Möbel und Austattung.,Estate agent,3075,108,3,0,0,0,0,0,,0,0
Wilmersdorf,"Kurfürstendamm 167-168, Wilmersdorf, Berlin",Super zentral gelegene 1 Zimmer Wohnung direkt auf dem Kurfürstendamm.,Estate agent,1875,36,1,0,0,0,1,0,,0,0
Charlottenburg,"Lietzenburger Str. 56, Charlottenburg, Berlin",Vollmöblierte & hochwertig ausgestattete 2-Zimmer Wohnung in direkter Umgebung des Kurfürstendamm,Estate agent,2550,47,2,1,0,0,0,0,,0,0
Mitte,"Rosenthaler Str. 44, Mitte (Ortsteil), Berlin",Super zentral gelegene 2 Zimmer Wohnung direkt am Hackeschen Markt. Vollmöbliert und ausgestattet,Estate agent,3330,69,2,1,0,0,0,0,,0,0
Hakenfelde,"Parkstraße 8, Hakenfelde, Berlin",Home Essential  | 67m² 2-Zimmer Wohnung in Berlin,Estate agent,1650,67,2,1,0,0,0,0,,0,0
Adlershof,"Otto-Franke-Straße 80, Adlershof, Berlin",Attraktive 3-Zimmer-Wohnung in Berlin,Private offer,1100,61.05,3,0,0,0,0,0,,0,0
Britz,"Bürgerstraße 55, Britz, Berlin",Vollsanierte 1-Zimmer Wohnung mit Terasse in Britz,Estate agent,507,43,1,0,1,0,0,0,,0,0
Wilmersdorf,"Wilmersdorf, Berlin",Zwischenmiete: 2Zi + Balkon von April23 bis Mai/Juni23,Private offer,1600,54,2,1,0,0,0,0,,0,0
Rosenthal,"An der Vogelweide 12, Rosenthal, Berlin","An der Vogelweide 12, 13158 Berlin",Private offer,1950,109,4,1,0,0,0,0,,0,0
Mitte,"Krausenstraße 37, Mitte (Ortsteil), Berlin",Einmaliges Penthouse inkl. traumhafter Dachterrasse mit Blick auf Fernsehturm und Sonycenter!,Estate agent,3213,119,3,1,0,0,0,0,,0,0
Köpenick,"Köpenick, Berlin","Gepflegte, möblierte Wohnung mit drei Zimmern und eigener Terrasse",Private offer,1750,75.56,3,1,0,0,0,0,,0,0
Prenzlauer Berg,"Dunckerstr. 12, Prenzlauer Berg, Berlin",Sonniges möbliertes Apartment mit Balkon am Helmholzplatz - frei ab sofort,Estate agent,1350,38,1,1,0,0,0,0,,0,0
Johannisthal,"Trützschlerstraße 27, Johannisthal, Berlin","Attraktive 3-Zimmer-Wohnung mit Einbauküche & Abstellkammer in Berlin, Johannisthal",Private offer,1349,83,3,1,0,1,0,0,,0,0
Charlottenburg,"Charlottenburg, Berlin","DG Neubau Leonhardtstr., mit Küche und allen Einbauten, Freisitz, Fahrstuhl",Private offer,2550,70,2,1,0,0,0,0,,0,0
Köpenick,"Köpenick, Berlin","2 Zimmer Wohnung -voll möbliert- mit Balkon, Wintergarten und Tiefgarage",Private offer,1280,55,2,1,0,0,0,0,,0,0
Mitte,"Niederlagstr. 5, Mitte (Ortsteil), Berlin",Maisonette-Wohnung mit Traumblick in Berlins historischer Mitte,Estate agent,3611.02,103.4,2,1,0,0,0,0,,0,0
Charlottenburg,"Charlottenburg, Berlin",Neuwertige Penthousewohnung am Goslarer Platz mit einmaligem Blick über die Stadt,Estate agent,3650,129.04,4,1,0,0,0,0,,0,0
Moabit,"Hedwig-Porschütz-Straße 14, Moabit, Berlin","Stilvoll auf 98m² - Erdgeschosswohnung mit Einbauküche, Terrasse und Loggia!",Estate agent,2249,98.04,3,1,0,0,0,0,,0,0
Lichtenrade,"Groß-Ziethener-Str. 86, Lichtenrade, Berlin",Hier geht es hoch hinaus mit Weitblick über Lichtenrade,Estate agent,1113.8,83.34,2.5,0,0,0,1,0,,0,0
Marzahn,"Marchwitzastr. 30, Marzahn, Berlin",Sonnige 2 Zimmerwohnung in ruhiger Lage zu vermieten! Ab sofort!,Estate agent,484.54,49.01,2,0,0,0,0,0,,0,0
Buckow,"Distelfinkweg 34, Buckow, Berlin",Moderne 2-Zimmerwohnung sucht neue Mieter! Ab sofort!,Estate agent,690.04,62.16,2,0,0,0,0,0,,0,0
Marzahn,"Fichtelbergstr. 5, Marzahn, Berlin",Hübsche 2-Zimmer-Wohnung mit Südbalkon zu vermieten! Ab sofort!,Estate agent,737.62,62.66,2,1,0,0,0,0,,0,0
Gropiusstadt,"Fritz-Erler-Allee 58, Gropiusstadt, Berlin",Heimwerker aufgepasst: 3-Zimmerwohnung mit viel Potenzial zu vermieten! Ab sofort!,Estate agent,703.97,83.15,3,0,0,0,1,0,,0,0
Gropiusstadt,"Johannisthaler Chaussee 275, Gropiusstadt, Berlin",Heimwerker aufgepasst: tolle 3-Zimmer-Wohnung zur Selbstgestaltung zu vermieten! Ab sofort!,Estate agent,723.97,83.15,3,0,0,0,1,0,,0,0
Köpenick,"Salvador-Allende-Str. 76 A -, Köpenick, Berlin",Lass die Sonne in Dein Herz.. WBS mit besonderem Wohnbedarf,Estate agent,790,57.33,2,1,0,0,0,0,,0,0
Köpenick,"Salvador-Allende-Str. 76 L -, Köpenick, Berlin",kleines Schmuckstück in Rohfassung - WBS mit besonderem Wohnbedarf!,Estate agent,599,46.46,2,0,0,0,0,0,,0,0
Köpenick,"Salvador-Allende-Str. 76 N -, Köpenick, Berlin",Schlüssel sucht Bund fürs Leben - WBS benötigt!,Estate agent,999,76.3,3,1,0,0,0,0,,0,0
Mitte,"Mitte (Ortsteil), Berlin","Ab sofort 3 Zimmer Luxus Apartment in Berlin Mitte, nähe Alexanderplatz",Estate agent,3000,82,3,0,1,0,0,1,,0,0
Mitte,"Schützenstr. 41, Mitte (Ortsteil), Berlin","Mitte - 2 Zimmer, Balkon, Ruhiglage, 1. OG, Concierge - Mindestmietdauer 2 Jahre",Estate agent,1775,54,2,1,0,0,0,0,,0,0
Kaulsdorf,"Mädewalder Weg 36, Kaulsdorf, Berlin",3 Zimmer WHG im gepflegten Mehrfamilienhaus,Estate agent,1460,82,3,1,0,0,0,0,,0,0
Marzahn,"Marzahn, Berlin",Einziehen in helle Räume mit hoher Ausstattungs-und Lebensqualität!,Private offer,1694,88,3,0,1,0,0,0,,0,0
Schmargendorf,"Schmargendorf, Berlin",HELENE-JACOBS-STRASSE STILVOLLE 2-ZIMMER WOHNUNG MIT BLICK INS GRÜNE,Estate agent,2150,68,2,1,0,0,0,0,,0,0
Tiergarten,"Gabrielle Tergitt Promenade 21, Tiergarten, Berlin",Luxus möblierte Wohnung mit 2 Zimmern zu vermieten,Estate agent,3100,65,2,0,1,0,0,0,,0,0
Schöneberg,"Menzelstraße 0, Schöneberg, Berlin","Menzelstraße, Berlin",HousingAnywhere B.V.,1300,45,1,0,0,0,0,0,,0,1
Friedrichshain,"Boxhagener Straße 0, Friedrichshain, Berlin","Boxhagener Straße, Berlin",HousingAnywhere B.V.,1990,75,1,0,0,0,0,0,,0,0
Kreuzberg,"Forster Straße 0, Kreuzberg, Berlin","Forster Straße, Berlin",HousingAnywhere B.V.,2100,52,2,0,0,0,0,0,,0,0
Westend,"Glockenturmstraße 0, Westend, Berlin","Glockenturmstraße, Berlin",HousingAnywhere B.V.,2250,80,3,0,0,0,0,0,,0,0
Friedrichshain,"Krossener Straße 0, Friedrichshain, Berlin","Krossener Straße, Berlin",HousingAnywhere B.V.,1750,56,1,0,0,0,0,0,,0,0
Charlottenburg,"Bismarckstraße 0, Charlottenburg, Berlin","Bismarckstraße, Berlin",HousingAnywhere B.V.,1600,65,1,0,0,0,0,0,,0,0
Mitte,"Krausenstraße 0, Mitte (Ortsteil), Berlin","Krausenstraße, Berlin",HousingAnywhere B.V.,1790,40,1,0,0,0,0,0,,0,0
Westend,"Nürnberger Straße 0, Westend, Berlin","Nürnberger Straße, Berlin",HousingAnywhere B.V.,1850,68,1,0,0,0,0,0,,0,0
Grunewald,"Furtwängler Str. 8, Grunewald, Berlin",Nachmieter für Sonnige 2 Zimmer Wohnung mit Balkon und Garage im Grunewald,Estate agent,1750,64.71,2,1,0,0,0,0,,0,0
Prenzlauer Berg,"Cantianstr. 19, Prenzlauer Berg, Berlin",Sanierte 3 Zimmer Maisonettewohnung mit Galerie und Dachterrasse,Estate agent,2254.88,101,3,1,0,0,0,0,,0,0
Wannsee,"Schäferstrasse 31 B, Wannsee, Berlin",Neuwertige 2-R-WHG mit Blick auf Stölpchensee !,Estate agent,1680,70,2,0,1,0,0,0,,0,0
Schmargendorf,"Hohenzollerndamm 57, Schmargendorf, Berlin",Schicke Dachgeschosswohnung mit 2 Terrassen und EBK! Erstbezug!,Estate agent,1987.5,69.45,3,0,1,0,0,0,,0,0
Tiergarten,"Tiergarten, Berlin",Luxus 3-Zimmer-Whg nahe Ku'damm zur Miete/Luxury 3 room apartment with balcony near Ku'damm for rent,Estate agent,3568.98,110.97,3,1,0,0,0,0,,0,0
Charlottenburg,"Eislebener Straße 0, Charlottenburg, Berlin","Eislebener Straße, Berlin",HousingAnywhere B.V.,1900,60,1,0,0,0,0,0,,0,0
Kreuzberg,"Kreuzberg, Berlin",Limited contract over 5 months! Wonderful Altbau Apartment in Kreuzberg Kiez!,Estate agent,1000,50,2,1,0,0,0,0,,0,0
Mitte,"Voßstraße 24, Mitte (Ortsteil), Berlin",Luxus Wohnung Mall of Berlin möbliert,Private offer,2490,85,2,1,0,0,0,0,,0,0
Grünau,"Regattastraße 91, Grünau, Berlin","Hochwertige 1,5-Raum-Wohnung mit Einbauküche in Berlin",Estate agent,1200,42.22,1,1,0,0,0,0,,0,1
Wedding,"Genter Straße 16, Wedding, Berlin","Erstbezug Neubau, voll möblierte 2-Zimmer Wohnung + EBK + 2 Balkone + Fußbodenheizung",Private offer,1885,55,2,1,0,0,0,0,,0,0
Lichterfelde,"Lichterfelde, Berlin",Kernsanierte Altbauwohnung mit Luxusausstattung Lichterfelde Ost,Private offer,1300,61,2.5,1,1,0,0,0,,0,0
Charlottenburg,"Heubnerweg 9, Charlottenburg, Berlin",schöne 2 Zimmer Wohnung mit großem Balkon und EBK in Charlottenburg,Private offer,1750,71,2,1,0,0,0,0,,0,0
Gesundbrunnen,"Gesundbrunnen, Berlin","Exklusive, geräumige 3-Zimmer-DG-Wohnung mit Balkon und Einbauküche in Berlin-Gesundbrunne",Private offer,1816,112,3,1,0,0,0,0,,0,0
Köpenick,"Köpenick, Berlin","Exklusive, gepflegte 3,5-Zimmer-Maisonette-Wohnung + 2 Balkone + Einbauküche in Köpenick",Private offer,1984,132.73,3,1,0,0,0,0,,0,0
Hakenfelde,"Eiswerder Straße 17A, Hakenfelde, Berlin","Neu! Hochwertige und exclusive Ausstattung! Balkon, Parkett, EBK, Dusche., Aufzug",Estate agent,1035,53,2,1,0,0,0,0,,0,0
Britz,"Bruno-Taut-Ring 16, Britz, Berlin",Attraktive 2-Raum-Wohnung in Berlin,Private offer,927.3,61,2,1,0,0,0,0,,0,0
Blankenburg,"Burgwallstraße 87, Blankenburg, Berlin",Sofort verfügbar! 3-Zimmer-Dachgeschoss-Wohnung mit Balkon und EBK in Berlin,Private offer,1520,72,3,1,0,0,0,0,,0,0
Charlottenburg,"Niebuhrstr. 78, Charlottenburg, Berlin",Sanierte 4-Zimmer-Wohnung nahe Ku’ Damm und Savignyplatz mit Wintergarten,Private offer,3700,170,4,1,1,0,0,0,,0,0
Friedrichshagen,"Müggelseedamm 212, Friedrichshagen, Berlin","Müggelseedamm 212, 12587 Berlin",Private offer,1900,110,2,1,0,0,0,0,,0,0
Tiergarten,"Tiergarten, Berlin",Sensationell! 1. Geschosslage und mit Terrasse und Garten sowie unverbautem Blick,Estate agent,2121.55,81,2,0,0,1,0,0,,0,0
Friedrichshagen,"Müggelseedamm 212, Friedrichshagen, Berlin","Müggelseedamm 212, 12587 Berlin",Private offer,2500,130,3,1,0,0,0,0,,0,0
Lichterfelde,"Lichterfelde, Berlin","Stilvolle 1,5-Zimmer-Wohnung mit Balkon in Berlin",Private offer,1150,47,1.5,0,0,0,0,0,,0,0
Mahlsdorf,"Hultschiner Damm 46, Mahlsdorf, Berlin",**3-Raum Familien-Wohnung** mit Balkon,Private offer,1449.47,76,3,1,0,0,0,0,,0,0
Friedrichshain,"Mühlenstraße 31, Friedrichshain, Berlin","Erstbezug: Luxuriöse 3 Zimmer Apartment an der Spree, hochwertige EBK, 2 Balkone!",Private offer,2888,97.9,3,1,0,0,0,0,,0,0
Friedrichshagen,"Fürstenwalder Damm 294, Friedrichshagen, Berlin",Tolle Lage - Toller Garten - Tolle Wohnung!,Estate agent,1699,70.75,2,1,0,0,0,0,,0,0
Charlottenburg,"Kantstr. 139, Charlottenburg, Berlin",Vollmöblierte Wohnung in beliebter Lage!,Estate agent,1950,60,2,1,0,0,0,0,,0,0
Pankow,"Prenzlauer Promenade 49G, Pankow (Ortsteil), Berlin",Erdgeschosswohnung in Pankow sucht Traumpaar!,Estate agent,1683.98,61.66,2,1,0,0,0,0,,0,0
Marienfelde,"Schichauweg 60, Marienfelde, Berlin",Wohnen im Grünen!!,Estate agent,1830,116.76,4,0,0,0,0,1,,0,0
Heinersdorf,"Treskowstrasse 21, Heinersdorf, Berlin",Erstbezug! 2-Zimmer-Wohnung in Pankow!,Estate agent,1633.35,61.45,2,1,0,0,0,0,,0,0
Charlottenburg,"Kaiser-Friedrich-Straße 0, Charlottenburg, Berlin","Kaiser-Friedrich-Straße, Berlin",HousingAnywhere B.V.,2400,92,3,0,0,0,0,0,,0,0
Schmöckwitz,"Zaucher Weg 10, Schmöckwitz, Berlin",KFW55-Neubau 3 Zimmer Wohnung Wassernähe mit Balkon oder Terrasse und Garten,Private offer,1690,78,3,0,0,1,0,0,,0,0
Charlottenburg,"Kaiser-Friedrich-Straße 0, Charlottenburg, Berlin","Kaiser-Friedrich-Straße, Berlin",HousingAnywhere B.V.,2400,92,3,0,0,0,0,0,,0,0
Wilmersdorf,"Spessartstraße 0, Wilmersdorf, Berlin","Spessartstraße, Berlin",HousingAnywhere B.V.,1400,60,1,0,0,0,0,0,,0,0
Kreuzberg,"Bergmannstraße 0, Kreuzberg, Berlin","Bergmannstraße, Berlin",HousingAnywhere B.V.,2500,91,3,0,0,0,0,0,,0,0
Mitte,"Torstraße 0, Mitte (Ortsteil), Berlin","Torstraße, Berlin",HousingAnywhere B.V.,2495,75,2,0,0,0,0,0,,0,0
Friedrichshain,"Corinthstraße 0, Friedrichshain, Berlin","Corinthstraße, Berlin",HousingAnywhere B.V.,2495,65,3,0,0,0,0,0,,0,0
Schöneberg,"Fuggerstraße 0, Schöneberg, Berlin","Fuggerstraße, Berlin",HousingAnywhere B.V.,1600,57,2,0,0,0,0,0,,0,0
Staaken,"Fahrlander Weg 0, Staaken, Berlin","Fahrlander Weg, Berlin",HousingAnywhere B.V.,1199,36,1,0,0,0,0,0,,0,1
Staaken,"Am Fort 0, Staaken, Berlin","Am Fort, Berlin",HousingAnywhere B.V.,1199,36,1,0,0,0,0,0,,0,1
Charlottenburg,"Kaiserdamm 0, Charlottenburg, Berlin","Kaiserdamm, Berlin",HousingAnywhere B.V.,2300,50,1,0,0,0,0,0,,0,0
Friedrichshain,"Friedrich-Junge-Straße 0, Friedrichshain, Berlin","Friedrich-Junge-Straße, Berlin",HousingAnywhere B.V.,3000,100,1,0,0,0,0,0,,0,1
Marienfelde,"Malteserstraße 0, Marienfelde, Berlin","Malteserstraße, Berlin",HousingAnywhere B.V.,1922,60,1,0,0,0,0,0,,0,0
Mitte,"Bernhard-Weiß-Straße 0, Mitte (Ortsteil), Berlin","Bernhard-Weiß-Straße, Berlin",HousingAnywhere B.V.,1600,55,1,0,0,0,0,0,,0,1
Reinickendorf,"Winterstraße 0, Reinickendorf (Ortsteil), Berlin","Winterstraße, Berlin",HousingAnywhere B.V.,1200,34,1,0,0,0,0,0,,0,0
Mitte,"Große Hamburger Straße 0, Mitte (Ortsteil), Berlin","Große Hamburger Straße, Berlin",HousingAnywhere B.V.,2900,85,1,0,0,0,0,0,,0,0
Mariendorf,"Mariendorfer Damm 0, Mariendorf, Berlin","Mariendorfer Damm, Berlin",HousingAnywhere B.V.,2300,67,2,0,0,0,0,0,,0,1
Friedrichshain,"Bänschstraße 0, Friedrichshain, Berlin","Bänschstraße, Berlin",HousingAnywhere B.V.,1900,60,1,0,0,0,0,0,,0,0
Mitte,"Bergstraße 0, Mitte (Ortsteil), Berlin","Bergstraße, Berlin",HousingAnywhere B.V.,1800,45,1,0,0,0,0,0,,0,0
Charlottenburg,"Uhlandstraße 0, Charlottenburg, Berlin","Uhlandstraße, Berlin",HousingAnywhere B.V.,1800,70,1,0,0,0,0,0,,0,0
Wedding,"Reinickendorfer Straße 0, Wedding, Berlin","Reinickendorfer Straße, Berlin",HousingAnywhere B.V.,1040,18,1,0,0,0,0,0,,0,1
Wedding,"Reinickendorfer Straße 0, Wedding, Berlin","Reinickendorfer Straße, Berlin",HousingAnywhere B.V.,1040,18,1,0,0,0,0,0,,0,1
Wilmersdorf,"Eisenzahnstraße 0, Wilmersdorf, Berlin","Eisenzahnstraße, Berlin",HousingAnywhere B.V.,1999,47,1,0,0,0,0,0,,0,1
Schöneberg,"Traegerstraße 0, Schöneberg, Berlin","Traegerstraße, Berlin",HousingAnywhere B.V.,1460,50,1,0,0,0,0,0,,0,0
Friedrichshain,"Stralauer Allee 0, Friedrichshain, Berlin","Stralauer Allee, Berlin",HousingAnywhere B.V.,2950,140,2,0,0,0,0,0,,0,0
Charlottenburg,"Lietzenburger 56, Charlottenburg, Berlin",1 Zimmer Wohnung in Ku'damm,Private offer,1650,41,1,1,0,0,0,0,,0,0
Niederschönhausen,"Siegfriedstraße 11c, Niederschönhausen, Berlin",Charmante 2-Zimmerwohnung mit Altbauflair und Balkon,Estate agent,794.03,62.3,2,1,0,0,0,0,,0,0
Kreuzberg,"Gneisenaustr. 50, Kreuzberg, Berlin",Helle 2 Zimmer Altbauwohnung mitten in Kreuzberg zu vermieten!,Estate agent,779.38,50.35,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Rykestr. 50, Prenzlauer Berg, Berlin",Elegant sanierter Altbau im angesagten Kiez,Estate agent,1728.52,49.24,2,0,0,0,1,0,,0,0
Charlottenburg,"Charlottenburg, Berlin","Ruhige, sonnige, möblierte 3-Raum-Wohnung mit südlichen Balkon am Schloss Charlottenburg",Private offer,1850,70,3,1,0,0,0,0,,0,0
Zehlendorf,"Leuchtenburgstraße 17, Zehlendorf, Berlin","Geschmackvolle 1,5-Raum-Wohnung mit Balkon und EBK in Berlin",Private offer,520,38,1.5,1,0,0,0,0,,0,0
Friedrichshagen,"Friedrichshagen, Berlin",Attraktive 2-Zimmer-Wohnung in Berlin,Private offer,1085,58,2,1,0,0,0,0,,1,0
Kreuzberg,"Markgrafenstr. 64, Kreuzberg, Berlin",TOP 2-Zimmer Wohnung nähe Checkpoint Charlie *vollmöbliert*,Estate agent,2000,70.05,2,1,0,0,0,0,,0,0
Prenzlauer Berg,"Prenzlauer Allee 33, Prenzlauer Berg, Berlin",Loft für den März.Möblierte 2-Zimmer-Loft-Wohnung mit Balkon und EBK in Berlin,Private offer,1700,60,2,1,0,0,0,0,,0,0
Friedrichshain,"Marchlewskistr. 77, Friedrichshain, Berlin",Sensationelle Loftwohnung in Friedrichshain,Private offer,3950,225,4,0,1,0,0,0,,0,0
Kreuzberg,"Kreuzberg, Berlin",Penthouse-Wohnung mit 2 Zimmern Balkon EBK 2 Jahre befristet,Private offer,2000,65,2,1,0,0,0,0,,0,0
Mitte,"Mitte (Ortsteil), Berlin",Hochwertig möblierte 2-Zimmer-Wohnung in bester zentralerLage,Private offer,1500,47,2,1,0,0,1,0,,0,0
Buch,"Viereckweg 56, Buch, Berlin",Erstbezug nach Sanierung: Schöne zwei Zimmer Wohnung am Wissenschaftsstandort Berlin-Buch,Private offer,970,54,2,0,1,0,0,0,,0,0
Lichterfelde,"Lichterfelde, Berlin",Spektakulär helle und moderne 4-Zi Wohnung in bester Lage von Lichterfelde West,Private offer,2580,114,4,1,0,0,0,0,,0,0
Prenzlauer Berg,"Thaerstraße 0, Prenzlauer Berg, Berlin","Thaerstraße, Berlin",HousingAnywhere B.V.,1700,46,1,0,0,0,0,0,,0,0
Schöneberg,"Schöneberg, Berlin","Frisch renovierte 2,5 Zimmer Wohnung mit unschlagbarer Lage",Private offer,2400,66,2.5,1,0,0,0,0,,0,0
Mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",HousingAnywhere B.V.,2200,41,1,0,0,0,0,0,,0,0
Mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",HousingAnywhere B.V.,2200,41,1,0,0,0,0,0,,0,0
Mitte,"Rheinsberger Straße 0, Mitte (Ortsteil), Berlin","Rheinsberger Straße, Berlin",HousingAnywhere B.V.,2200,52,1,0,0,0,0,0,,0,0
Mitte,"Rheinsberger Straße 0, Mitte (Ortsteil), Berlin","Rheinsberger Straße, Berlin",HousingAnywhere B.V.,3300,80,2,0,0,0,0,0,,0,0
Mitte,"Schönholzer Straße 0, Mitte (Ortsteil), Berlin","Schönholzer Straße, Berlin",HousingAnywhere B.V.,2200,44,1,0,0,0,0,0,,0,0
Mitte,"Schönholzer Straße 0, Mitte (Ortsteil), Berlin","Schönholzer Straße, Berlin",HousingAnywhere B.V.,2200,50,1,0,0,0,0,0,,0,0
Mitte,"Schönholzer Straße 0, Mitte (Ortsteil), Berlin","Schönholzer Straße, Berlin",HousingAnywhere B.V.,2200,56,1,0,0,0,0,0,,0,0
Mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",HousingAnywhere B.V.,6295,63,1,0,0,0,0,0,,0,1
Mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",HousingAnywhere B.V.,6995,90,1,0,0,0,0,0,,0,0
Mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",HousingAnywhere B.V.,8700,104,2,0,0,0,0,0,,0,0
Mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",HousingAnywhere B.V.,9600,118,2,0,0,0,0,0,,0,0
Mitte,"Choriner Straße 0, Mitte (Ortsteil), Berlin","Choriner Straße, Berlin",HousingAnywhere B.V.,9600,132,3,0,0,0,0,0,,0,1
Moabit,"Waldstraße 0, Moabit, Berlin","Waldstraße, Berlin",HousingAnywhere B.V.,1850,62,1,0,0,0,0,0,,0,0
Schöneberg,"Hauptstraße 0, Schöneberg, Berlin","Hauptstraße, Berlin",HousingAnywhere B.V.,1650,38,1,0,0,0,0,0,,0,0
Charlottenburg,"Eislebener Straße 0, Charlottenburg, Berlin","Eislebener Straße, Berlin",HousingAnywhere B.V.,2400,82,2,0,0,0,0,0,,0,0
Friedrichshain,"Dolziger Straße 0, Friedrichshain, Berlin","Dolziger Straße, Berlin",HousingAnywhere B.V.,1025,35,1,0,0,0,0,0,,0,0
Reinickendorf,"Freiheitsweg 0, Reinickendorf (Ortsteil), Berlin","Freiheitsweg, Berlin",HousingAnywhere B.V.,2490,86,2,0,0,0,0,0,,0,0
Charlottenburg,"Schlüterstraße 0, Charlottenburg, Berlin","Schlüterstraße, Berlin",HousingAnywhere B.V.,1800,80,2,0,0,0,0,0,,0,0
Mitte,"Michaelkirchstraße 0, Mitte (Ortsteil), Berlin","Michaelkirchstraße, Berlin",HousingAnywhere B.V.,3237,95,2,0,0,0,0,0,,0,0
Dahlem,"Gregor-Mendel-Straße 0, Dahlem, Berlin","Gregor-Mendel-Straße, Berlin",HousingAnywhere B.V.,3400,130,3,0,0,0,0,0,,0,0
Schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",HousingAnywhere B.V.,1399,18,1,0,0,0,0,0,,0,0
Schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",HousingAnywhere B.V.,1700,23,1,0,0,0,0,0,,0,0
Schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",HousingAnywhere B.V.,1300,16,1,0,0,0,0,0,,0,0
Schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",HousingAnywhere B.V.,1500,28,1,0,0,0,0,0,,0,0
Grünau,"An der Dahme 5, Grünau, Berlin","THE VIEW, vollklimatisiertes exkl. Penthouse in unverbaubarer Wasserlage - provisionsfrei",Private offer,3600,127.02,4,1,0,0,0,0,,0,0
Schöneberg,"Motzstraße 0, Schöneberg, Berlin","Motzstraße, Berlin",HousingAnywhere B.V.,1400,19,1,0,0,0,0,0,,0,0
Kreuzberg,"Schöneberger Ufer 5, Kreuzberg, Berlin",Vollmöblierte Apartments am Gleispark,Estate agent,1400,31.18,1,1,0,0,0,0,,0,0
Kreuzberg,"Schöneberger Ufer 5, Kreuzberg, Berlin",Vollmöblierte 2-Zimmerwohnungen am Gleispark,Estate agent,1910,51.2,2,1,0,0,0,0,,0,0
Köpenick,"Köpenick, Berlin",Gemütliche DG-Wohnung mit großer Terrasse,Estate agent,1625,73.9,2,0,1,0,0,0,,0,0
Moabit,"Moabit, Berlin",Modern & möbliert - Altbauwohnung in zentraler Lage im ruhigen SF,Estate agent,1700,45.6,2,1,0,0,0,0,,0,0
Friedrichshain,"Finowstraße 29, Friedrichshain, Berlin",1 Zimmerwohnung im pulsierenden Boxhagener´-Kiez-,Estate agent,690.17,30.24,1,0,0,0,0,0,,0,0
Grunewald,"Brahmsstr. 20e, Grunewald, Berlin",Voll modernisiertes Space Age - Maisonette in Berlin-Grunewald,Estate agent,2405,94.4,3,0,1,0,0,0,,0,0
Mitte,"Mitte (Ortsteil), Berlin",Fully furnished Maisonette Apartment in Berlin-Mitte,Private offer,3900,148,4,1,0,0,0,0,,0,0
